;input;path;Lev;generated
12191;mouse 8 6;О Ф Х А К И М Я Г Ц Х А К Л Е Р;11; О Ф Х А Х Ц Г Я М Т
12192;mouse 8 7;О Ф Ц Г Я М И Л Е Р;7; О Ф Х А Х Ц Г Я М Т
12193;mouse 8 8;О Ф Х А К Л Е Р;5; О Ф Х А Х Ц Г Я М Т
12194;mouse 8 9;О Ф Х А Х Ф М Э Ж Т;5; О Ф Х А Х Ц Г Я М Т
12195;mouse 8 10;О Ф Ц Г З У Щ У З Г Ц Х А К Л Е Р;14; О Ф Х А Х Ц Г Я М Т
12196;mouse 8 11;О Ф Ц Г Я М И К А Х Ц Г Ц Х Ц Ф М Я Г Ц Х К И М Я Г Я М И Л Е Р;24; О Ф Х А Х Ц Г Я М Т
12197;mouse 8 12;О Ф Ц Г Ц Х А К Л И М Я Г Ц Х А К И О Ы О М Э Ж Т;19; О Ф Х А Х Ц Г Я М Т
12198;mouse 8 13;О Ф Ц Г Ц Х А К И М Я Г Ц Ф Х А Х Ц Г Ц Х А Д С Ш Р;19; О Ф Х А Х Ц Г Я М Т
12199;mouse 8 14;О Ф Ц Г Ц Х А К Л Е Р Ш Р;9; О Ф Х А Х Ц Г Я М Т
12200;mouse 8 15;О Ф Ц Г Ц Х А К Л Е Р;8; О Ф Х А Х Ц Г Я М Т
12201;mouse 8 16;О М Я Г Я М Э Ж Т Щ У Щ Т;12; О Ф Х А Х Ц Г Я М Т
12202;mouse 8 17;О Ф Ц Г Ц Х А К И М Я Г Ц Х А К Л Е Р;14; О Ф Х А Х Ц Г Я М Т
12203;mouse 8 18;О Ф Ц Г Я М И К А Х Ф М Я Г Ц Х Ц Х Ф И Л Е Р Ш С Д А Х Ф И Л Е Р;28; О Ф Х А Х Ц Г Я М Т
12204;mouse 8 19;О Ф Ц Г Я М И Л Е Р;7; О Ф Х А Х Ц Г Я М Т
12205;mouse 8 20;О Ф Ц Г Я М И Л Е Р;7; О Ф Х А Х Ц Г Я М Т
12206;mouse 8 21;О Ф Х А К Л Е Р;5; О Ф Х А Х Ц Г Я М Т
12207;mouse 8 22;О Ф Ц Г Я М И Л Е Р Ш С Д А Х Ц Г Я М И Л Е Р;15; О Ф Х А Х Ц Г Я М Т
12208;mouse 8 23;О Ф Ц Г Я М И К А Х Ф И Л Е Р Ш С Д А Д С Ш Р;19; О Ф Х А Х Ц Г Ц Х Т
12209;mouse 11 9;М И Л Е Р;9; О Ф Х А Х Ц Г Я М Т
12210;mouse 11 1;О Ф Ц Г Я М И К А Х Ц Г Я Э Ж Т;12; О Ф Х А К И М Я Г Т
12211;mouse 11 2;О Ф Х А К Л Е Р;4; О Ф Х А К И М Я Г Т
12212;mouse 11 3;О Ф Х А Д С Ш Р Ш С Д А Х Ц Г З У Щ Т Ж Э Я Г Ц Х А К И М Я Г Ц Ф О Ы О М Э Ж Т;31; О Ф Х А Х Ц Г Я Э Т
12213;mouse 11 4;О Ф Х А К Л Е Р Ш С Д Х Ц Г Я Э Ж Т Ж Э М И Л Е Р Ш С Д А Х Ц Г Я З У Щ Т;28; О Ф Х А Х Ц Г Я Э Т
12214;mouse 11 5;О Ф Х А К И М Э Ж Т;6; О Ф Х А Х Ц Г Я Э Т
12215;mouse 11 6;О И Л Е Р Е Л И М Э Ж Т Щ У З Г Ц Х А Х Ц Г Я М И К А Х Ц Г Ц Ф И Л Е Р;29; О Ф Х А Х Ц Г Я Э Т
12216;mouse 11 7;О Ф Х А Х Ф М Я Г Ц Ф М Э Ж Т;8; О Ф Х А Х Ц Г Я М Т
12217;mouse 11 8;О Ф Х А Д С Ш Р;5; О Ф Х А Х Ц Г Я М Т
12218;mouse 11 9;О Ф Х А Х Ф М Э Я Г Я;5; О Ф Х А Х Ц Г Я М Т
12219;mouse 11 10;О Ф Ц Г Ц Х А Х Ц Я М И К А Х Ц Г Ц Ф О Ы О М Э Ж Т;18; О Ф Х А Х Ц Г Я Э Т
12220;mouse 11 11;О Ф Х А К Л К А К И М Я Г Ц Х А К Л Е Р Е Л И М Э Ж Т Щ У З Г Ц Ф М Э Ж Т;30; О Ф Х А Х Ц Г Я Э Т
12221;mouse 11 12;О Ф Х А Х Ц Г Ц Х А К И М Я Г Ц Ф М И Л Е Р Е Л И М Э Ж Т;20; О Ф Х А Х Ц Г Я М Т
12222;mouse 11 13;О Ф Х А К Л Е Р Ш С Д Х Ц Г З У Щ Т;11; О Ф Х А Х Ц Г Я М Т
12223;mouse 9 1;О Ф Ц Г Я М Ф Х А К Л Е Р;9; О Ф Х А К И М Я Г Т
12224;mouse 9 2;О Ф Ц Г З У Щ Т Щ У З Г Ц Х А К И Ф Ц Г Я М Ф Х А Д С Ш Р;22; О Ф Х А К И М Я Г Т
12225;mouse 9 3;О Ф Ц Г Я М Ф Х А Х Ц Г Я М Ф Х А Д С Ш Р Ш С Д А Х Ц Г З У Щ Т;26; О Ф Х А К И М Я Г Т
12226;mouse 9 4;О Ф Ц Г Я М И К А Х Ц Г Я М О Ы О И К А К Л Е Р;16; О Ф Х А Х Ц Г Я М Т
12227;mouse 9 5;О Ф Ц Г З У Щ Т Щ У З Г Ц Х А К И Ф Ц Г З У З Г Ц Х А Д С Ш Р;25; О Ф Х А Х Ц Г Я М Т
12228;mouse 9 6;О Ф Ц Г Я М Ф Х А К И К А Х Ц Я Ц Ф М Я Г Ц Ф И К А Х Ц Я М И К А Х Ц Г Я М И К А Х Ф И К А Д С Ш Р;41; О Ф Х А Х Ц Г Я М Т
12229;mouse 9 7;О Ф Ц Г З У Щ Т Щ У З Г Ц Х А К И М Я Г Ц Ф М Я Г Ц Х А К Л И М Я Г Ц Х А К Л Е Р;34; О Ф Х А Х Ц Г Я М Т
12230;mouse 9 8;О Ф Ц Г Я М И К А Х Ц Г Я М И Л Е Р;10; О Ф Х А Х Ц Г Я М Т
12231;mouse 9 9;О Ф Ц Г Я М Ф Х А К А Х Ц Г Я М И К А Х Ф И Л Е Р;16; О Ф Х А Х Ц Г Я М Т
12232;mouse 9 10;О Ф Ц Г Я Э М И К А К Л Е Р;11; О Ф Х А Х Ц Г Я М Т
12233;mouse 9 11;О Ф Ц Г Я М Ф Ц Г Я М И К А К И О Ы О Ф Ц Г Я М Ф Х А К Л Е Р;24; О Ф Х А Х Ц Г Я М Т
12234;mouse 9 12;О Ф Ц Г Я М И К А Х Ф И Л Е Р;11; О Ф Х А Х Ц Г Я М Т
12235;mouse 9 13;О Ф Ц Г Ц Х А Х Ф И К А К Л Е Р;11; О Ф Х А Х Ц Г Я М Т
12236;mouse 9 14;О Ф Х А Х Ц Х А Х Ц Г Я М И К А К Л Е Р;11; О Ф Х А Х Ц Г Я М Т
12237;mouse 9 15;О Ф Ц Г Я М И К А Х Ц Г Я М Ф Х А К Л Е Р;13; О Ф Х А Х Ц Г Я М Т
12238;mouse 9 16;О Ф Ц Г Я М И К А Х Ф И Л Е Р;11; О Ф Х А Х Ц Г Я М Т
12239;mouse 9 17;О Ф Ц Г Ц Х А К Л Е Р Ш С Д С Ш Р;13; О Ф Х А Х Ц Г Я М Т
12240;mouse 9 18;О Ф Ц Г Я М Ф Х А К Л Е Р Ш Р;11; О Ф Х А Х Ц Г Я М Т
12241;mouse 9 19;О Ф Ц Г Ц Х А К Л Е Р;8; О Ф Х А Х Ц Г Я М Т
12242;mouse 9 20;О Ф Ц Г Я М И К А Х Ц Г Я М И Л Е Р;10; О Ф Х А Х Ц Г Я М Т
12243;mouse 9 21;О Ф Ц Г Ц Х А К Л Е Р;8; О Ф Х А Х Ц Г Я Э Т
12244;mouse 9 22;О Ф Ц Г Я М И Л Е Р Ш С Д А К Л Е Р;15; О Ф Х А Х Ц Г Я М Т
12245;mouse 9 23;О Ф Ц Г Я М И К А Х Ф И Л Е Р;11; О Ф Х А Х Ц Г Я Э Т
12246;mouse 9 24;О Ф Ц Г Я М И К А Х Ц Г Я М И Л Е Р;10; О Ф Х А Х Ц Г Я М Т
12247;mouse 9 25;О Ф Х А К Л Е Р Ш С Д Х Ф М Я Г Ц Х А К Л Е Р;17; О Ф Х А Х Ц Г Я М Т
12248;mouse 9 26;О Ф Ц Г Я М И К А К Л Е Р;11; О Ф Х А Х Ц Г Я Э Т
12249;mouse 13 11;О Ф Ц Г Я М И К А Х Ц Г З У Щ Т;10; О Ф Х А Х Ц Г Я М Т
12250;mouse 13 1;О Ф Ц Г З У Щ Т;7; О Ф Х А К И М Я Г Т
12251;mouse 13 2;О Ф Ц Г Ц Х А К Л Е Р;8; О Ф Х А Х Ц Г Я Э Т
12252;mouse 13 3;О Ф Ц Г Я М Ф Х А К И Ф Ц Г Я М Ф Х А К Л Е Р;16; О Ф Х А Х Ц Г Я Э Т
12253;mouse 13 4;О Ф Ц Г З У Щ Т;7; О Ф Х А Х Ц Г Я М Т
12254;mouse 13 5;О Ф Х А К И Ф Х А Х Ц Г Я М Ф Х А К Л Е Ш Р Ш С Д С Ш Р;19; О Ф Х А Х Ц Г Я М Т
12255;mouse 13 6;О Ф Ц Г З У Щ Т;7; О Ф Х А Х Ц Г Я М Т
12256;mouse 13 7;О Ф Х А Х Ц Г Я М И К А К Х Ф И Л Е Р;10; О Ф Х А Х Ц Г Я М Т
12257;mouse 13 8;О Ф Х А К И М Я Г Ц Х А К Л Е Р;11; О Ф Х А Х Ц Г Я М Т
12258;mouse 13 9;О Ф Ц Г Я М И К А Х Ц Г Я М И К А Д С Ш Р;13; О Ф Х А Х Ц Г Я М Т
12259;mouse 13 10;О Ф Ц Г Ц Х А К Л Е Р;8; О Ф Х А Х Ц Г Я М Т
12260;mouse 13 12;О Ф Х А Х Ц Г З У Щ Т;4; О Ф Х А Х Ц Г Я М Т
12261;mouse 13 13;О Ф Х А К И М Я Г Ц Х А Х А К Л Е Р;13; О Ф Х А Х Ц Г Я М Т
12262;mouse 13 14;О Ф Ц Г Я М Ф Х А К Л Е Р;10; О Ф Х А Х Ц Г Я М Т
12263;mouse 13 15;О Ф Ц Г Я М И К А Х Ф О Ы О И К А К Л Е Р;17; О Ф Х А Х Ц Г Я Э Т
12264;mouse 13 16;О Ф Ц Г Я Э Ж Т;6; О Ф Х А Х Ц Г Я М Т
12265;mouse 13 17;О Ф Х А К Л Е Р;5; О Ф Х А Х Ц Г Я М Т
12266;mouse 13 18;О Ф Ц Г Я М И К А Х Ц Г Я М И К А Х Ф И Л Е Р;15; О Ф Х А Х Ц Г Я М Т
12267;mouse 13 19;О Ф Ц Г Я М И К А Х Ф М Э Ж Т;11; О Ф Х А Х Ц Г Я М Т
12268;mouse 13 20;О Ф Х А К Л Е Р;5; О Ф Х А Х Ц Г Я Э Т
12269;mouse 13 21;О Ф Х А К И М Э Ж Т;6; О Ф Х А Х Ц Г Я Э Т
12270;mouse 13 22;О Ф Х А Д С Ш Р Ш С Д С Ш Р;10; О Ф Х А Х Ц Г Я Э Т
12271;mouse 13 23;О Ф Х А Х Ц Г З У Щ Т;4; О Ф Х А Х Ц Г Я Э Т
12272;mouse 13 24;О Ф Х А Х Ц Г З У З Г Ц Х А Х Ц Г Я Г Ц Х А К А Х Ф М Э Ж Т;21; О Ф Х А Х Ц Г Я Э Т
12273;mouse 13 25;О Ф Ц Г Ц Х А К Л Е Р;8; О Ф Х А Х Ц Г Я Э Т
12274;mouse 13 26;О Ф Ц Г Я М И К А Х Ц Г Ц Х А Д А Х А Х Ц Г З У Щ Т;19; О Ф Х А Х Ц Г Я Э Т
12275;mouse 13 27;О Ф Ц Г Ц Х А К И М Э Ж Т;9; О Ф Х А Х Ц Г Я Э Т
12276;mouse 13 28;О Ф Ц Г Ц Х А К И М Э Ж Т;9; О Ф Х А Х Ц Г Я Э Т
12277;mouse 13 29;О Ф Х А К Л Е Ш Р;5; О Ф Х А Х Ц Г Я Э Т
12278;mouse 13 30;О Ф Ц Г Я М Ф Х А Х Ц Ф И К А Х Ц Г Я М И К А Х Ц Г Я М И К А К Л Е Р;27; О Ф Х А Х Ц Г Я Э Т
12279;mouse 13 31;О Ф Ц Г Я Э Ж Т;5; О Ф Х А Х Ц Г Я Э Т
12280;mouse 13 32;О Ф Х А К И М Э Ж Т;6; О Ф Х А Х Ц Г Я Э Т
12281;mouse 13 33;О Ф Ц Г Я М И К А Х Ф И К А К Л Е Р;14; О Ф Х А Х Ц Г Я Э Т
12282;mouse 13 34;О Ф Х А Х Ц Г Я З У Щ Т Щ У З Г Ц Х А К И М Я Г Ц Х А К А Х Ц Г Я Э Ж Т;27; О Ф Х А Х Ц Г Я Э Т
12283;mouse 13 35;О Ф Х А К Л Е Р;5; О Ф Х А Х Ц Г Я Э Т
12284;mouse 12 1;О Ф Ц Г З У Щ Т;7; О Ф Х А К И М Я Г Т
12285;mouse 12 2;О Ф Х А К Л Е Р;5; О Ф Х А Х Ц Г Я Э Т
12286;mouse 12 3;О Ф Ц Г Я М И К А Х Ф И Л Е Р;11; О Ф Х А Х Ц Г Я Э Т
12287;mouse 12 4;О Ф Ц Г Я М И К А Х Ц Г Я М И Л Е Р;11; О Ф Х А Х Ц Г Я Э Т
12288;mouse 12 5;О Ф Ц Г Я М И К А Д С Ш Р;10; О Ф Х А Х Ц Г Я М Т
12289;mouse 12 6;О Ф Ц Г Я М И К А Х Ф О Ы О И Л Е Р;14; О Ф Х А Х Ц Г Я М Т
12290;mouse 12 7;О Ф Ц Г Я М И К А Х Ц Я М И К А Д С Ш Р;14; О Ф Х А Х Ц Г Я М Т
12291;mouse 12 8;О Ф Ц Г Я М И К А Х Ф И Л Е Р;11; О Ф Х А Х Ц Г Я М Т
12292;mouse 12 9;О Ф Х А К Л Е Р;5; О Ф Х А Х Ц Г Я М Т
12293;mouse 12 10;О Ф Ц Г Я Э Ж Т;6; О Ф Х А Х Ц Г Я М Т
12294;mouse 12 11;О Ф Х А К Л Е Р;5; О Ф Х А Х Ц Г Я М Т
12295;mouse 12 12;О Ф Ц Г З У Щ Т Щ У З Г Ц Х А Х Ц Ф М Я Г Ц Х А Х Ф Х А Д С Ш Р;25; О Ф Х А Х Ц Г Я М Т
12296;mouse 12 13;О Ф Ц Г Я М И К А Х Ф И Л Е Р;11; О Ф Х А Х Ц Г Я М Т
12297;mouse 12 14;О Ф Ц Г Я М И К А Х Ф И Л К И М Я Г Ц Х А Д С Ш Р;20; О Ф Х А Х Ц Г Я М Т
12298;mouse 12 15;О Ф Ц Г Я М И К А К И Л Е Р;11; О Ф Х А Х Ц Г Я Э Т
12299;mouse 12 16;О Ф Ц Г Я Э М И К А Х Ц Г Я З У Щ Т;11; О Ф Х А Х Ц Г Я М Т
12300;mouse 12 17;О Ф Х А К Д С Ш Р;5; О Ф Х А Х Ц Г Я Э Т
12301;mouse 12 18;О Ф Ц Г Я Э Ж Т;5; О Ф Х А Х Ц Г Я Э Т
12302;mouse 12 19;О Ф Х А Х Ц Х Ц Г Ц Х Ц Г Я М И К А К Л Е Р;14; О Ф Х А Х Ц Г Я Э Т
12303;mouse 12 20;О Ф Ц Г Я Э Ж Т;5; О Ф Х А Х Ц Г Я Э Т
12304;mouse 12 21;О Ф Х А К Л Е Ш Р;5; О Ф Х А Х Ц Г Я Э Т
12305;mouse 12 22;О Ф Ц Г Я Э Ж Т;5; О Ф Х А Х Ц Г Я Э Т
12306;mouse 12 23;О Ф Х А К Л К И М Я Г З У Щ Т;10; О Ф Х А Х Ц Г Я Э Т
12307;mouse 12 24;О Ф Ц Г Ц Я М И К А Х Ц Ф М Я Г Я Г Ц Х А Х Ц Г Я Э Ж Т;19; О Ф Х А Х Ц Г Я Э Т
12308;mouse 4 5;Ф Ц;8; О Ф Х А К И М Я Г Т
12309;mouse 4 1;О Ф Х Д С Ш Р Ш С Д А Х Ц Г Я Э Ж Т;14; О Ф Х А К Л Е Р Ш Т
12310;mouse 4 2;О Ф Ц Г Я М Ф Х А Д С Ш Р Ш С Д А Х А Д А Х Ц Г З У Щ Т;23; О Ф Х А К И М Я Г Т
12311;mouse 4 3;О Ф Ц Г Я Э М Я Г З У Щ Т Ж Э Я Г Ц Х А Д А Х Ф М Я Г Ц Х А Д С Ш Р;27; О Ф Х А К И М Я Г Т
12312;mouse 4 4;О Ф Ц Г Я Э М О Ы О И Л И М Я Г Я Э Ж Т Ж Э М И К А Х Ц Х К Х Ц Г З У Щ Т Ж Э М О Ы О М Э М И М Э Ж Щ У З Ц Я М Я Г Я М Я Ц Х Д С Ш Р;59; О Ф Х А К И М Я Г Т
12313;mouse 4 5;О Ф Х А Д А К И Ф Ц Г Я М Ф Ц Г Ц Х А К И К Х Ф О Ы О Ф Ц Г Я Э Я М И Л Е Р;30; О Ф Х А К И М Я Г Т
12314;mouse 4 6;О Ф Х А Х Ц Г Я М Ф Ц Я М Ф Ц Х А Х Ц З У Щ Т;17; О Ф Х А К И М Я Г Т
12315;mouse 14 1;О Ф Ц Г Я М Ф Х А К Л Е Р Е Л И Ф Ц Г Я М Ф Ц Г Ц Х А К И О Ы О М Э Ж Т;28; О Ф Х А К И М Я Г Т
12316;mouse 14 2;О Ф Х А К И М Я Г Ц Х А К Л Е Р;11; О Ф Х А Х Ц Г Я Э Т
12317;mouse 14 3;О Ф Х А К И Ф Ц Г Ц Х А К И Ф И К Х А Х Ц Г Я Э Ж Т Щ У З Ц Х А К Л Е Р;27; О Ф Х А Х Ц Г Я Э Т
12318;mouse 14 4;О Ф Ц Г З У Щ Т;7; О Ф Х А Х Ц Г Я Э Т
12319;mouse 14 5;О Ф Ц Г Я М Ф Х А К И Ф Ц Г Ц Х А Х Ц Г Я М Ф Х А К Л Е Р;20; О Ф Х А Х Ц Г Я М Т
12320;mouse 14 6;О Ф Ц Г Я М Ф Х А Д С Ш Р;10; О Ф Х А Х Ц Г Я Э Т
12321;mouse 14 7;О Ф Ц Г Я М И К А Х Ф И К А Д С Ш Р;14; О Ф Х А Х Ц Г Я Э Т
12322;mouse 14 8;О Ф Ц Г Я Э Ж Т;6; О Ф Х А Х Ц Г Я М Т
12323;mouse 14 9;О Ф Х А К И М Я Г Ц Х А К Л Е Р;11; О Ф Х А Х Ц Г Я Э Т
12324;mouse 14 10;О Ф Ц Г Я М И К А Х Ц Г Я М И К А Д А Х Ц Г Я М И К А Х Ц Г Я М И К А Д С Ш Р;31; О Ф Х А Х Ц Г Я Э Т
12325;mouse 14 11;О Ф Ц Г Я Э Ж Т;5; О Ф Х А Х Ц Г Я Э Т
12326;mouse 14 12;О Ф Х А К И Ф Ц Г Я Э Ж Т;6; О Ф Х А Х Ц Г Я М Т
12327;mouse 14 13;О Ф Х А К Л Е Р;5; О Ф Х А Х Ц Г Я Э Т
12328;mouse 14 14;О Ф Ц Г Ц Х А К Л Е Р;8; О Ф Х А Х Ц Г Я Э Т
12329;mouse 14 15;О Ф Ц Г Я М И К А Х Ц Г Я М И К А Д С Ш Р;14; О Ф Х А Х Ц Г Я Э Т
12330;mouse 14 16;О Ф Ц Г З У Щ Т;7; О Ф Х А Х Ц Г Я Э Т
12331;mouse 14 17;О Ф Ц Г Я М И К А Х Ф И Л Е Р;11; О Ф Х А Х Ц Г Я М Т
12332;mouse 14 18;О Ф Х А Х Ц Г Я З У Щ Т;4; О Ф Х А Х Ц Г Я Э Т
12333;mouse 14 19;О Ф Х А К И Ф Ц Г Я М И К А Х Ц Г Ц Х А К Л Е Р;17; О Ф Х А Х Ц Г Я Э Т
12334;mouse 14 20;О Ф Ц Г Я М И К А К Л Е Р;11; О Ф Х А Х Ц Г Я Э Т
12335;mouse 14 21;О Ф Ц Г Я Э Ж Т;5; О Ф Х А Х Ц Г Я Э Т
12336;mouse 14 22;О Ф Х А Х Ц Г Я М И К А К Л Е Р;8; О Ф Х А Х Ц Г Я Э Т
12337;mouse 14 23;О Ф Ц Г Я М И К А К И М Э Ж Т;12; О Ф Х А Х Ц Г Я Э Т
12338;mouse 14 24;О Ф Ц Г Ц Х А К Л Е Р;8; О Ф Х А Х Ц Г Я Э Т
12339;mouse 14 25;О Ф Ц Г Я Э Ж Т;5; О Ф Х А Х Ц Г Я Э Т
12340;mouse 14 26;О Ф Ц Г Я М И К А К Л Е Р;11; О Ф Х А Х Ц Г Я Э Т
12341;mouse 14 27;О Ф Х А Х Ц Г З У Щ Т Щ У З Г Ц Х А К И Ф Ц Г Я Ц Х А Х Ц Г Я Э Ж Т Щ У З Г Ц Х А К Л Е Р;36; О Ф Х А Х Ц Г Я Э Т
12342;mouse 14 28;О Ф Ц Г Я Э Ж Т;5; О Ф Х А Х Ц Г Я Э Т
12343;mouse 14 29;О Ф Ц Г Ц Х А К Л Е Р;8; О Ф Х А Х Ц Г Я Э Т
12344;mouse 14 30;О Ф Ц Г Ц Ф И К А Х Ф И К А К И М Э Ж Щ У З Г Ц Х А К Л Е Р;25; О Ф Х А Х Ц Г Я Э Т
12345;mouse 14 31;О Ф Ц Г Ц Ф И К А Х Ц Г З У Щ Т;10; О Ф Х А Х Ц Г Я Э Т
12346;mouse 15 1;О Ф Ц Г Я Ц Ф О Ы О Ф Ц Г З У Щ Т;14; О Ф Х А К И М Я Г Т
12347;mouse 15 2;О Ф Х А К Х Ц Г Я З У Щ Т;5; О Ф Х А Х Ц Г Я Э Т
12348;mouse 15 3;О Ф Х А Д С Ш Р;5; О Ф Х А Х Ц Г Я Э Т
12349;mouse 15 4;О Ф Ц Г Ц Ф О Ф Х А Х Ц Г З У Щ Т;10; О Ф Х А Х Ц Г Я Э Т
12350;mouse 15 5;О Ф Ц Г Я Ц Х А Д С Ш Р;9; О Ф Х А Х Ц Г Я Э Т
12351;mouse 15 6;О Ф Х А Х Ц Г З У Щ Т;4; О Ф Х А Х Ц Г Я Э Т
12352;mouse 15 7;О Ф Х А Х Ц Г З У Щ Т;4; О Ф Х А Х Ц Г Я Э Т
12353;mouse 15 8;О Ф Ц Г Ц Ф Ц Г Ц Х А Д С Ш Р;11; О Ф Х А Х Ц Г Я Э Т
12354;mouse 15 9;О Ф Х А Х Ц Г З У З Г Ц Х А Х Ц Г З У Щ Т;14; О Ф Х А Х Ц Г Я Э Т
12355;mouse 15 10;О Ф Х А Х Ц Г Я Ц Х А Д С Ш Р;7; О Ф Х А Х Ц Г Я Э Т
12356;mouse 15 11;О Ф Ц Г Ц Х А К Х Ц Г З У Щ Т;8; О Ф Х А Х Ц Г Я Э Т
12357;mouse 15 12;О Ф Х А Х Ц Г З У Щ Т;4; О Ф Х А Х Ц Г Я Э Т
12358;mouse 15 13;О Ф Ц Г З У Щ Т;7; О Ф Х А Х Ц Г Я Э Т
12359;mouse 15 14;О Ф Х А Х Ц Г З У Щ Т;4; О Ф Х А Х Ц Г Я Э Т
12360;mouse 15 15;О Ф Х А Д С Ш Р;5; О Ф Х А Х Ц Г Я Э Т
12361;mouse 15 16;О Ф Ц Г Я Ц Х А Д С Ш Р;9; О Ф Х А Х Ц Г Я Э Т
12362;mouse 15 17;О Ф Ц Г Ц Х А Х Ф О Ы О Ф Ц Г Ц Х А Д А Д С Ш Р;17; О Ф Х А Х Ц Г Я Э Т
12363;mouse 15 18;О Ф Ц Г З У Щ Т;7; О Ф Х А Х Ц Г Я Э Т
12364;mouse 15 19;О Ф Ц Г Ц Ф Х А К И М Я Г Ц Х А Х Ц Г З У Щ Т Ж В Э М И К А Х Ц Г З У Щ Т;29; О Ф Х А Х Ц Г Я Э Т
12365;mouse 15 20;О Ф Ц Г Ц Х А К Л Е Р;8; О Ф Х А Х Ц Г Я Э Т
12366;mouse 15 21;О Ф Ц Г Я Э Я Г Ц Х А К И М Я Г Ц Х А Х Ф М Э Ж Т;19; О Ф Х А Х Ц Г Я Э Т
12367;mouse 15 22;О Ф Х А Х Ц Г Я Э Ж Т;2; О Ф Х А Х Ц Г Я Э Т
12368;mouse 15 23;О Ф М Я Г Ц Х А К Х Ц Г Ц Х А К И М Я Г Ц Х А Х Ф Х А К И М Я Г Ц Х Д С Ш Р;30; О Ф Х А Х Ц Г Я Э Т
12369;mouse 15 24;О Ф М Я Г Ц Х А Х К И М Я Г Ц Х А К И М Я Г Ц Х А К Л Е Р;22; О Ф Х А Х Ц Г Я Э Т
12370;mouse 15 25;О Ф М Я Г Ц Х А Х Ц Г Я М И М Я Г Ц Х А К И М Э Ж Т;17; О Ф Х А Х Ц Г Я Э Т
12371;mouse 1 1;О И Л Е Ш С Д А К И М Э Я З У Щ Т Щ У З Я М И К Л И М Я З У Щ Т Щ У Щ У Щ Т Щ У З Г Я М О Ы О И Л И К А Д А К Д С Ш Р;54; О Ф Х А К Л Е Р Ш Т
12372;mouse 1 2;О Ф Х Ц З У Щ Т Ж Э М Я Г Ц Ф М Я Ц Ф М Э В Ж Т Щ У З Ц Х Д С Ш Р Ш С Д А Х Ц З У Щ Т Щ У З Ц Ф О Ы О М Э М И Л Е Р Ш С Д А Х К О Е Ц О Ы Т О Г О В Р Е М Е И Х А К И М Ф Х К Л Б Л И М Я З У Щ У Щ У З Ц Я Э М И К А Д С Ш Р;103; О Ф Х А К Л Е Р Ш Т
12373;mouse 2 1;О Ф Х А Д С Ш Е Л И Ф Ц Г Я Э Я З У З Ц Х Д С Ш Е Л И М Я Г Ц Х Д С Ш С Д Х Ц Ф О Ы О И К Д С Ш Р;42; О Ф Х А К Л Е Р Ш Т
12374;mouse 2 2;О И К А К Л Е Ш Е Л И Ф Ц Я М Ф Х Ф Ц Я Г З У Щ Т Ж Э Я Г Ц Х А Д С Ш Р Ш С Д А Х Д С Ш Р Е Л И М Э Ж Щ У З Ц Ф И К Х Ф И Л К Х Ф О Ы О И Л Е Р Ш С Д А Х Ц Я М Э Я Г Ц Я М О Ы О Ф Х К Л И М Я Г З У Щ Т Щ У З Ц Х К Л Е Р;101; О Ф Х А К Л Е Р Ш Т
12375;mouse 2 3;О Ф Х К И Ф Ц Г Я М Э В Ж Т Ж Э Я Г Ц Х Ф О Ы О И К А Х Ф Ц Ф И Л К Д С Ш Р;31; О Ф Х А К И М Я Г Т
12376;mouse 3 1;О Ф Х А К И Л Е Р Е Л И О Ы О Ф Ц З У Щ Т;13; О Ф Х А К Л Е Р Ш Т
12377;mouse 3 2;О Ф Ц Г З У Щ Т Ж Э М И К А К Л К А К И Ф Ц Х Ц Г З У Щ Т;24; О Ф Х А К Л Е Р Ш Т
12378;mouse 3 3;О Ф Ц Г З У Щ Т Щ У З Г Ц Х Д С Ш Р;15; О Ф Х А К И М Я Г Т
12379;mouse 3 4;О Ф Ц Г Я Э Я Э В Э Я Г Ц Х Д С Ш Р Ш С Д А К Л К А Х Ц Г Я М И К А Д Х Ц Я М Я З У З Ц Ф М Я Э В Ж Т Щ У З Г Ц Х Д С Ш Р Ш С Д С Ш Р;58; О Ф Х А К И М Я Г Т
12380;mouse 3 5;О Ф Х А К А Х Ц Г З У Щ Т Ж Э Я Г Я М Ф Х Ц Г Я Г Ц Х А Д С Ш Р Е Л К А Х Ф М Я Г Ц Х К Л К А Х Ц Г Я М И Л Б Л И О Ы О И Л Е Р;56; О Ф Х А К И М Я Г Т
12381;mouse 5 1;О Ф Х А К И Ф Ц Г Я Э Я Г Ц Х К Л Е Р Е Л И О Ы О И К А Д С Ш Р;23; О Ф Х А К Л Е Р Е Т
12382;mouse 5 2;О Ф Ц Я Э Я М И К А Х Ц Г Я Ц Ф И К А Х Ц Х А Х Ц Г Ц Ф О Ы О М Ф Ц Г З У Щ Т Щ У З Ц Х А К И М Я Г Я Э Я Г Ц Ф И К А Х Ц Г Я М И Л Е Р;59; О Ф Х А К И М Я Г Т
12383;mouse 5 3;О И К И М Я Г Я М Ф Ц Я Г З У Щ Т;13; О Ф Х А К И М Я Г Т
