;input;path;generated;Lev
28816;person 7 1;Ы О М Я Г Ц Х А Д А Х А А Д Д С С С Ш Р Е Л И О Ы Ы О И Л Б Е Ш С Д А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;34
28817;person 8 1;Ы О М Я Г Ц Х А Д А К И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;12
28818;person 9 1;Ы О М Я Г Ц Г Ц Х А К А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;12
28819;person 10 1;Ы О О М Я Г З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;11
28820;person 11 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28821;person 12 1;Ы О М М Я Г Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;11
28822;person 13 1;Ы О М М Я Г Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;11
28823;person 14 1;Ы О Ф О М Я Г Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;11
28824;person 15 1;Ы О Ф О М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;6
28825;person 16 1;Ы О М Я Г Г Ц Х А А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28826;person 17 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28827;person 1 1;Ы О Ф Х А К И Л Б Е Р Р; Ы О Ф Х А Д С Ш Р Т;6
28828;person 2 1;Ы О Ф Ц Г З У Щ Т Т Ж В Э М Я Г Ц Х А Д С Ш Е Б Л И И И К А Х Ф О Ы Ы О Ф Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;34
28829;person 3 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28830;person 4 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28831;person 5 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28832;person 6 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28833;person 7 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28834;person 8 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28835;person 9 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28836;person 10 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28837;person 11 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28838;person 12 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28839;person 13 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28840;person 14 1;Ы О Ф Х А Х Ц Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28841;person 15 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28842;person 16 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28843;person 17 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28844;person 18 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28845;person 19 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28846;person 20 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28847;person 21 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28848;person 22 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28849;person 23 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28850;person 24 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28851;person 25 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28852;person 26 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28853;person 27 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28854;person 28 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28855;person 29 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28856;person 30 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28857;person 31 1;Ы О Ф Х А Х Ц Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28858;person 1 1;Ы О Ф Ф Ц Г Г З У З Г Ц Х А К И Л Б Е Р; Ы О Ф Х А Д С Ш Р Т;14
28859;person 2 1;Ы О И Л Б Е Р Ш С Д А Х Ц Г З У Щ Т Ж Ж В Т; Ы О Ф Х А Х Ц Г З Т;15
28860;person 3 1;Ы О М Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;7
28861;person 4 1;Ы О О И К А Д С Ш Р Е Б Л И О М М Э В Ж Т Щ У З Г Ц Х А Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;29
28862;person 5 1;Ы О М Э Ж В Т Щ У З Г Ц Х А К Л Е Р; Ы О Ф Х А Х Ц Г З Т;14
28863;person 6 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28864;person 7 1;Ы О Ф Ц Г Ц Х А К И О О О М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;12
28865;person 8 1;Ы О Ф Ц Г Ц Х А К Л Е Б Р; Ы О Ф Х А Х Ц Г З Т;8
28866;person 9 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28867;person 10 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28868;person 11 1;Ы О Ф Ц Г Я М Э Э Я Г Ц Х А К Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;14
28869;person 12 1;Ы О Ф Ц Г Ц Ф Х А Х А К Л Е Б Р; Ы О Ф Х А Х Ц Г З Т;10
28870;person 1 1;Ы О Ф Ц Г Я М Э В Ж Т; Ы О Ф Х А Д С Ш Р Т;8
28871;person 2 1;Ы О Ф Х А Д С Ш Р Е Б Л И К А Д С Ш Р Е Б Л И К А Д С Ш Р Е Б Л И К А Х Ф О Ф Ц Г Г З У Щ Т Ж В Э Я Г З З Г Ц Х А Д С Ш Р Е Б Л И К А Д Д А Х Ц Г З У Щ Ж В Э М Я Г Ц Ф О Ы О Ф Х А К Л Б Е Ш С Д А Х Ц Г З У Щ Ж Э М Я Г Ц Х А К И Л Е Б Р; Ы О Ф Х А Х Ц Г З Т;109
28872;person 3 1;Ы О М Я Г Я Г Я М О М Э В Ж Щ У З Г Ц Х А Д С Ш Р Е Б Л И О Ф Ф О Ы Ы О И Л Б Е Ш С Д А Х Ц Г Я М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;45
28873;person 4 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28874;person 5 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28875;person 6 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28876;person 7 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28877;person 8 1;Ы О М Я Г Ц Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;7
28878;person 9 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28879;person 10 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28880;person 11 1;Ы О М Я Г Ц Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;7
28881;person 12 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28882;person 13 1;Ы О М Я Г Ц Х А К И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;10
28883;person 14 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28884;person 15 1;Ы О И К А Х Ц Г Я М О Ы Ы О М Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;14
28885;person 16 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28886;person 17 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28887;person 18 1;Ы О И К А Х Ц Г Я Э Ж В Т; Ы О Ф Х А Х Ц Г З Т;7
28888;person 19 1;Ы О М Я Г Ц Х А К Л Е Б Р; Ы О Ф Х А Х Ц Г З Т;9
28889;person 20 1;Ы О Ф Х А Х Ц Г Я Э Ж В Т; Ы О Ф Х А Х Ц Г З Т;5
28890;person 21 1;Ы О М Я Г Ц Х А К И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;10
28891;person 22 1;Ы О И К А Х Ц Г Я М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;8
28892;person 23 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28893;person 1 1;Ы О Ф Х А Х А Д С Ш Е Б Е Б Л И К А Х Ц Ф О Ы Ы О Ф Ц Ц Г Я М Э В Ж Т; Ы О Ф Х А Д С Ш Р Т;27
28894;person 2 1;Ы О Ф Х А Д С Ш Е Б Е Л И К А Х Ц Г З У Щ Т Ж Э М Я Г Ц Х А Д С Ш Е Б Л И К А Х Ф О Ы О Ф Ц Г Я М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;43
28895;person 3 1;Ы О И К А Х Ф Ц Г З У Щ Т Ж В Ж Э М О Ы О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;19
28896;person 4 1;Ы О Ф Х А Х Ц Г З Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28897;person 5 1;Ы О Ф Х А Х Ц Г З Г З У Щ Т Ж Ж Т; Ы О Ф Х А Х Ц Г З Т;8
28898;person 6 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28899;person 7 1;Ы О Ф Х А Х Ц Г Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28900;person 8 1;Ы О Ф Х А Х Ц Г Ц Г Я Э Ж Т; Ы О Ф Х А Х Ц Г З Т;6
28901;person 9 1;Ы О Ф Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28902;person 10 1;Ы О Ф Х А Х Ц Г Я М Э Ж В Т; Ы О Ф Х А Х Ц Г З Т;6
28903;person 11 1;Ы О Ф Х А К А Х Ц Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;7
28904;person 12 1;Ы О Ф Х А Х Ц Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;5
28905;person 13 1;Ы О Ф Х А А Х Ц Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28906;person 14 1;Ы О Ф Ц Г Ц Х А А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28907;person 15 1;Ы О Ф Ц Г Г Ц Г Ц Х А А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;11
28908;person 16 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28909;person 17 1;Ы О Ф Ц Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28910;person 18 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28911;person 19 1;Ы О Ф Ц Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28912;person 20 1;Ы О Ф Ц Г Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28913;person 21 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28914;person 22 1;Ы О М Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28915;person 23 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28916;person 24 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28917;person 25 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28918;person 26 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28919;person 27 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28920;person 28 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28921;person 29 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28922;person 30 1;Ы О Ф Ц Г Ц Х А Д Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28923;person 1 1;Ы О Ф Х А Д С Ш Р Е Б Л И К А Х Ц Г З У Щ Ж Э Я Г Г Ц Х А К Л Б Е Р; Ы О Ф Х А Д С Ш Р Т;25
28924;person 2 1;Ы О М Ф Ц Г Ц Х А К И О О И К А Х Ц Г Я М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;16
28925;person 3 1;Ы О И К А Д А Х Ф О М Я Г З У Щ Ж В Э М О И И К А Д С Ш Е Б Л И О М Я Г З У Щ Ж В Э Я Г Ц Х А Д С Ш Е Б Л И Л И О Ы Ы О М Э В Ж Т Щ У З Г Ц Х А Д С Ш Е Л И О М Я Г Г З У Щ Ж В Э М О И И К А Д С Ш Р Е Б Е Л И О Ф Ц Г З Г З У Щ Ж В Э М О И Л Л И К А А Д С Ш Е Б Л И О Ы Ы О М М Я Г З У Щ Ж В Э М О И И К А Д С Ш Е Б Л И К А Х Ф О М Э Ж Т Щ У З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;170
28926;person 4 1;Ы О М Я Г З У Щ Т Ж В Э М О И К А Д С Ш Р Е Б Л И О М Э Ж В Т; Ы О Ф Х А Х Ц Г З Т;28
28927;person 5 1;Ы О Ф Х А Х Ф О О М Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;8
28928;person 6 1;Ы О Ф Ц Г Ц Х Х А К И О Ы Ы О М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;14
28929;person 7 1;Ы О Ф Ц Г Ц Х А К И О М Э Ж В Т; Ы О Ф Х А Х Ц Г З Т;11
28930;person 8 1;Ы О М Э Ж В Т Ж Э М Я Г Ц Ф О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;17
28931;person 9 1;Ы О М Э Ж В Т Щ У З Г Ц Х А Х Ф О М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;16
28932;person 10 1;Ы О М Э В Ж Т Ж Э М Я Г Г Ц Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;15
28933;person 11 1;Ы О М Э В Ж Т Т Т Ж Э М Я Г Ц Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;16
28934;person 12 1;Ы О И К А Д С С Д А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;10
28935;person 13 1;Ы О И К А Х Ц Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;6
28936;person 14 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28937;person 15 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28938;person 16 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28939;person 17 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28940;person 1 1;Ы О Ф Ц Г З У Щ Т Ж В Э Я Г Ц Х А Д С Ш Р Е Б Л И К А Х Ф О Ы О Ф Ц Г Я Э В Ж Т Т; Ы О Ф Х А Д С Ш Р Т;32
28941;person 2 1;Ы О И К А Х А Д С Ш Е Б Л И О М Э В Ж Щ У З Г Ц Х А Д С Ш Р Е Б Е Р; Ы О Ф Х А Х Ц Г З Т;29
28942;person 3 1;Ы О М Я Г З У Щ Т Ж В Э М О Ф Х А Д С Ш Р Е Б Л И О Ф Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;25
28943;person 4 1;Ы О И К А Д С Ш Е Б Л И О Ф Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;14
28944;person 5 1;Ы О Ф Ф О И К А Д Д Д А Д А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;13
28945;person 6 1;Ы О М Я Г З У Щ Т Ж В В В Э М О Ы О И Л Е Б Р; Ы О Ф Х А Х Ц Г З Т;21
28946;person 7 1;Ы О Ф Х А Д С Ш Е Л И О Ф Ц Г Ц Г З Г Я Э Ж Щ Т; Ы О Ф Х А Х Ц Г З Т;16
28947;person 8 1;Ы О М Э Ж В Т Т Щ У З Г Ц Ц Г Я Г Ц Х А Д С Ш Е Л И О М О М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;29
28948;person 9 1;Ы О М Я Г Ц Г З У Щ Т Ж В Э М О Ф Х А Д А К А Д С Ш Е Р; Ы О Ф Х А Х Ц Г З Т;23
28949;person 10 1;Ы О Ф Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;6
28950;person 11 1;Ы О Ф Х А Д А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28951;person 12 1;Ы О М Я Г Ц Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;11
28952;person 13 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28953;person 14 1;Ы О И О Ф Ц Г Ц Г Я М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;15
28954;person 15 1;Ы О Ф Ц Г З Г Ц Х А А К И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;12
28955;person 16 1;Ы О М Я Г Ц Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;11
28956;person 1 1;Ы О Ф Х А Д А К Л Б Е Ш С Д А Х Ц Г З З Г Я М Э В Ж В Т Т; Ы О Ф Х А Д С Ш Р Т;22
28957;person 2 1;Ы О И К А Д С Ш Р Е Р Р Е Б Л И О Ф Х А А Х Ц Г З У З Г Я М Э В Ж Т Ж Э М Я Г З З Г Я М М О И Л Б Е Ш С Д А Х Ц Г Я М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;54
28958;person 3 1;Ы О Ф Ц Г З Г Ц Х А А К И Л Б Е Ш С Д А Х Ц Г З У Щ Ж В Э М О Ы Ы О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;30
28959;person 4 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28960;person 5 1;Ы О М Я Г З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28961;person 6 1;Ы О М Я Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28962;person 7 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28963;person 8 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28964;person 9 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28965;person 10 1;Ы О И К А Х А Х Ц Г З Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;8
28966;person 11 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28967;person 12 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28968;person 13 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28969;person 14 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28970;person 15 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28971;person 16 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28972;person 17 1;Ы О М Я Г Я Э В Ж Т Ж Ж Э Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;18
28973;person 18 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28974;person 19 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28975;person 20 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28976;person 21 1;Ы О О И Л Б Е Ш С Д А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;11
28977;person 22 1;Ы О О Ф Х А Х Ц Г Я М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;7
28978;person 23 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28979;person 24 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28980;person 25 1;Ы О М Я Г Ц Х А Д С Ш Р Е Л И И О М Я Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;19
28981;person 26 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28982;person 27 1;Ы О И К А А Х Ц Г З З Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;9
28983;person 1 1;Ы О Ф Х А Д С Ш Р Е Б Л И К А Х Ф О Ф Ц Г З З У Щ Т Ж В Э М Я Г З У Щ Т; Ы О Ф Х А Д С Ш Р Т;27
28984;person 2 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28985;person 3 1;Ы О М Я Г Г З У Щ Ж В Э М О И И К А Д С Ш Р Е Л И О Ф Ц Х А Д С Ш Р Е Р; Ы О Ф Х А Х Ц Г З Т;31
28986;person 4 1;Ы О О М Я Г Г Г Я Э Ж В Щ У З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;19
28987;person 5 1;Ы О М Я Г Ц Х А А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28988;person 6 1;Ы О М Э Ж В Щ У З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;13
28989;person 7 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28990;person 8 1;Ы О М Я Г Я М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;12
28991;person 9 1;Ы О М Я Г Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28992;person 10 1;Ы О Ф Ц Г Ц Х А К Л Е Р; Ы О Ф Х А Х Ц Г З Т;7
28993;person 11 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28994;person 12 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28995;person 13 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28996;person 14 1;Ы О М М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28997;person 15 1;Ы О М Я Г Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28998;person 16 1;Ы О М Я Г Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28999;person 17 1;Ы О Ф Ц Г З З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
29000;person 18 1;Ы О М Я Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
29001;person 19 1;Ы О М Я Г Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
